"idhod","hodnota","stapro_kod","DRUHZVIRE_cis","DRUHZVIRE_kod","refobdobi","rok","uzemi_cis","uzemi_kod","STAPRO_TXT","uzemi_txt","DRUHZVIRE_txt"
"736614577","28030","5560","132","70","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Koně"
"736614578","1363213","5560","132","1","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Skot"
"736614579","559803","5560","132","7","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Skot - krávy"
"736614580","1971417","5560","132","30","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Prasata"
"736614581","142342","5560","132","33","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Prasnice chovné"
"736614582","183084","5560","132","50","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Ovce"
"736614583","16674","5560","132","60","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Kozy"
"736614584","26490848","5560","132","80","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Drůbež"
"736614585","6463805","5560","132","81","20090401","2009","97","19","Počet hospodářských zvířat","Česká republika","Slepice"
"736614589","96873","5560","132","1","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot"
"736614590","40662","5560","132","7","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot - krávy"
"736614591","188042","5560","132","30","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasata"
"736614592","13348","5560","132","33","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasnice chovné"
"736614593","7606","5560","132","50","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Ovce"
"736614594","469","5560","132","60","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Kozy"
"736614595","437660","5560","132","80","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Drůbež"
"736614596","191231","5560","132","81","20080401","2008","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Slepice"
"736614597","1659","5560","132","70","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Koně"
"736614598","58397","5560","132","1","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot"
"736614599","26119","5560","132","7","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot - krávy"
"736614600","106220","5560","132","30","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasata"
"736614601","7512","5560","132","33","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasnice chovné"
"736614602","20261","5560","132","50","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Ovce"
"736614603","942","5560","132","60","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Kozy"
"736614604","1445143","5560","132","80","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Drůbež"
"736614605","218966","5560","132","81","20080401","2008","100","3131","Počet hospodářských zvířat","Zlínský kraj","Slepice"
"736614606","2225","5560","132","70","20080401","2008","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Koně"
"736614607","4975","5560","132","70","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Koně"
"736614608","210476","5560","132","1","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot"
"736614609","84822","5560","132","7","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot - krávy"
"736614610","148360","5560","132","30","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasata"
"736614611","10067","5560","132","33","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasnice chovné"
"736614612","27821","5560","132","50","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Ovce"
"736614613","2833","5560","132","60","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Kozy"
"736614614","2734994","5560","132","80","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Drůbež"
"736614615","789738","5560","132","81","20130401","2013","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Slepice"
"736614616","2336","5560","132","70","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Koně"
"736614617","161991","5560","132","1","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Skot"
"736614618","66386","5560","132","7","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Skot - krávy"
"736614619","118666","5560","132","30","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Prasata"
"736614620","8350","5560","132","33","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Prasnice chovné"
"736614621","20499","5560","132","50","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Ovce"
"736615464","121988","5560","132","81","20050401","2005","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Slepice"
"736615465","1004","5560","132","70","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Koně"
"736615466","39652","5560","132","1","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Skot"
"736615467","16436","5560","132","7","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Skot - krávy"
"736615468","116604","5560","132","30","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Prasata"
"736615469","9434","5560","132","33","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Prasnice chovné"
"736615470","10379","5560","132","50","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Ovce"
"736615471","1650","5560","132","60","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Kozy"
"736615472","1530870","5560","132","80","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Drůbež"
"736615473","635894","5560","132","81","20050401","2005","100","3069","Počet hospodářských zvířat","Ústecký kraj","Slepice"
"736615474","1399","5560","132","70","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Koně"
"736615475","38051","5560","132","1","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Skot"
"736615476","17831","5560","132","7","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Skot - krávy"
"736615477","43166","5560","132","30","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Prasata"
"736615805","46948","5560","132","33","20020301","2002","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Prasnice chovné"
"736615806","3587","5560","132","50","20020301","2002","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Ovce"
"736615807","536","5560","132","60","20020301","2002","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Kozy"
"736615808","4777027","5560","132","80","20020301","2002","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Drůbež"
"736615809","630814","5560","132","81","20020301","2002","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Slepice"
"736615810","1188","5560","132","70","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Koně"
"736615811","105744","5560","132","1","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot"
"736615812","41334","5560","132","7","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot - krávy"
"736615813","264263","5560","132","30","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasata"
"736615814","752424","5560","132","81","20060401","2006","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Slepice"
"736615815","1538","5560","132","70","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Koně"
"736615816","150493","5560","132","1","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Skot"
"736615817","61624","5560","132","7","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Skot - krávy"
"736615818","208508","5560","132","30","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Prasata"
"736615819","16640","5560","132","33","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Prasnice chovné"
"736615820","17832","5560","132","50","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Ovce"
"736615821","875","5560","132","60","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Kozy"
"736615822","1649691","5560","132","80","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Drůbež"
"736615823","269132","5560","132","81","20060401","2006","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Slepice"
"736615824","1433","5560","132","70","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Koně"
"736615825","33366","5560","132","1","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Skot"
"736615826","15136","5560","132","7","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Skot - krávy"
"736615827","25953","5560","132","30","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Prasata"
"736615828","2010","5560","132","33","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Prasnice chovné"
"736615829","12083","5560","132","50","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Ovce"
"736615830","1213","5560","132","60","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Kozy"
"736615831","16846","5560","132","7","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Skot - krávy"
"736615832","44999","5560","132","30","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Prasata"
"736615833","3540","5560","132","33","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Prasnice chovné"
"736615834","5923","5560","132","50","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Ovce"
"736615835","706","5560","132","60","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Kozy"
"736615836","144115","5560","132","80","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Drůbež"
"736615837","50303","5560","132","81","20040401","2004","100","3077","Počet hospodářských zvířat","Liberecký kraj","Slepice"
"736615838","1458","5560","132","70","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Koně"
"736615839","109305","5560","132","1","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Skot"
"736615840","44571","5560","132","7","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Skot - krávy"
"736615841","239151","5560","132","30","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Prasata"
"736615842","18728","5560","132","33","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Prasnice chovné"
"736615843","7096","5560","132","50","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Ovce"
"736615844","929","5560","132","60","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Kozy"
"736615845","1774185","5560","132","80","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Drůbež"
"736615846","721654","5560","132","81","20040401","2004","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Slepice"
"736615847","1731","5560","132","70","20040401","2004","100","3093","Počet hospodářských zvířat","Pardubický kraj","Koně"
"736615848","20720","5560","132","33","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasnice chovné"
"736615849","3300","5560","132","50","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Ovce"
"736615850","837","5560","132","60","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Kozy"
"736615851","1236511","5560","132","80","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Drůbež"
"736615852","503859","5560","132","81","20020301","2002","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Slepice"
"736615853","1754","5560","132","70","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Koně"
"736615854","67317","5560","132","1","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot"
"736615855","27303","5560","132","7","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot - krávy"
"736614963","183152","5560","132","81","20130401","2013","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Slepice"
"736614964","1967","5560","132","70","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Koně"
"736614965","58303","5560","132","1","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot"
"736614966","25600","5560","132","7","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot - krávy"
"736614967","115699","5560","132","30","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasata"
"736615478","1511277","5560","132","80","20030401","2003","100","3107","Počet hospodářských zvířat","Kraj Vysočina","Drůbež"
"736615479","143821","5560","132","81","20030401","2003","100","3107","Počet hospodářských zvířat","Kraj Vysočina","Slepice"
"736615480","1128","5560","132","70","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Koně"
"736615481","81108","5560","132","1","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Skot"
"736615482","31691","5560","132","7","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Skot - krávy"
"736615483","533634","5560","132","30","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Prasata"
"736615484","47286","5560","132","33","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Prasnice chovné"
"736615485","3673","5560","132","50","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Ovce"
"736615486","738","5560","132","60","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Kozy"
"736615487","4501913","5560","132","80","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Drůbež"
"736615488","719426","5560","132","81","20030401","2003","100","3115","Počet hospodářských zvířat","Jihomoravský kraj","Slepice"
"736615489","1118","5560","132","70","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Koně"
"736615490","103243","5560","132","1","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot"
"736615491","41477","5560","132","7","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot - krávy"
"736615492","256605","5560","132","30","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasata"
"736615493","20482","5560","132","33","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasnice chovné"
"736615494","3536","5560","132","50","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Ovce"
"736615495","732","5560","132","60","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Kozy"
"736615496","3033","5560","132","33","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Prasnice chovné"
"736615497","7529","5560","132","50","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Ovce"
"736615498","1189","5560","132","60","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Kozy"
"736615499","112016","5560","132","80","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Drůbež"
"736615500","29392","5560","132","81","20050401","2005","100","3077","Počet hospodářských zvířat","Liberecký kraj","Slepice"
"736615501","1486","5560","132","70","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Koně"
"736615502","109527","5560","132","1","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Skot"
"736615503","44947","5560","132","7","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Skot - krávy"
"736615504","209737","5560","132","30","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Prasata"
"736615505","16608","5560","132","33","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Prasnice chovné"
"736615506","8863","5560","132","50","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Ovce"
"736615507","1031","5560","132","60","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Kozy"
"736615508","1519845","5560","132","80","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Drůbež"
"736615509","659505","5560","132","81","20050401","2005","100","3085","Počet hospodářských zvířat","Královéhradecký kraj","Slepice"
"736615510","1750","5560","132","70","20050401","2005","100","3093","Počet hospodářských zvířat","Pardubický kraj","Koně"
"736615511","121379","5560","132","1","20050401","2005","100","3093","Počet hospodářských zvířat","Pardubický kraj","Skot"
"736615512","49365","5560","132","7","20050401","2005","100","3093","Počet hospodářských zvířat","Pardubický kraj","Skot - krávy"
"736615513","193783","5560","132","30","20050401","2005","100","3093","Počet hospodářských zvířat","Pardubický kraj","Prasata"
"736615514","1018549","5560","132","80","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Drůbež"
"736615515","427505","5560","132","81","20030401","2003","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Slepice"
"736615516","1646","5560","132","70","20030401","2003","100","3131","Počet hospodářských zvířat","Zlínský kraj","Koně"
"736615517","64449","5560","132","1","20030401","2003","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot"
"736615518","26873","5560","132","7","20030401","2003","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot - krávy"
"736615519","117262","5560","132","30","20030401","2003","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasata"
"736614622","1288","5560","132","60","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Kozy"
"736614623","2486865","5560","132","80","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Drůbež"
"736614624","653390","5560","132","81","20130401","2013","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Slepice"
"736614628","4274","5560","132","70","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Koně"
"736614629","209759","5560","132","1","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot"
"736614630","84524","5560","132","7","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot - krávy"
"736614631","173243","5560","132","30","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasata"
"736614670","210573","5560","132","1","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot"
"736614671","86396","5560","132","7","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot - krávy"
"736614672","338196","5560","132","30","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasata"
"736614673","27835","5560","132","33","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasnice chovné"
"736614674","23969","5560","132","50","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Ovce"
"736614675","1978","5560","132","60","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Kozy"
"736614676","3502620","5560","132","80","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Drůbež"
"736614677","723578","5560","132","81","20070401","2007","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Slepice"
"736614632","10675","5560","132","33","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasnice chovné"
"736614968","7643","5560","132","33","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasnice chovné"
"736614969","22092","5560","132","50","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Ovce"
"736614970","940","5560","132","60","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Kozy"
"736614971","763190","5560","132","80","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Drůbež"
"736614972","144135","5560","132","81","20130401","2013","100","3131","Počet hospodářských zvířat","Zlínský kraj","Slepice"
"736614973","2642","5560","132","70","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Koně"
"736614974","75765","5560","132","1","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Skot"
"736614975","34303","5560","132","7","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Skot - krávy"
"736614976","52386","5560","132","30","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Prasata"
"736614977","3732","5560","132","33","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Prasnice chovné"
"736614978","16069","5560","132","50","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Ovce"
"736614979","1382","5560","132","60","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Kozy"
"736614980","1108341","5560","132","80","20130401","2013","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Drůbež"
"736614981","9164","5560","132","50","20110401","2011","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Ovce"
"736614982","797","5560","132","60","20110401","2011","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Kozy"
"736614983","380585","5560","132","80","20110401","2011","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Drůbež"
"736614984","123915","5560","132","81","20110401","2011","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Slepice"
"736614985","1803","5560","132","70","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Koně"
"736614986","59153","5560","132","1","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot"
"736614987","26191","5560","132","7","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot - krávy"
"736614988","67431","5560","132","30","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasata"
"736614989","4286","5560","132","33","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasnice chovné"
"736614990","20103","5560","132","50","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Ovce"
"736614991","927","5560","132","60","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Kozy"
"736614992","351172","5560","132","80","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Drůbež"
"736614993","126326","5560","132","81","20110401","2011","100","3131","Počet hospodářských zvířat","Zlínský kraj","Slepice"
"736614994","2580","5560","132","70","20110401","2011","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Koně"
"736614995","74817","5560","132","1","20110401","2011","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Skot"
"736614996","34037","5560","132","7","20110401","2011","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Skot - krávy"
"736614997","61712","5560","132","30","20110401","2011","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Prasata"
"736614998","4336","5560","132","33","20110401","2011","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Prasnice chovné"
"736614999","39838","5560","132","7","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Skot - krávy"
"736615000","144343","5560","132","30","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasata"
"736615001","9677","5560","132","33","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Prasnice chovné"
"736615002","7872","5560","132","50","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Ovce"
"736615003","581","5560","132","60","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Kozy"
"736615004","531049","5560","132","80","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Drůbež"
"736615005","154917","5560","132","81","20090401","2009","100","3123","Počet hospodářských zvířat","Olomoucký kraj","Slepice"
"736615006","1771","5560","132","70","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Koně"
"736615007","57351","5560","132","1","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot"
"736615008","26015","5560","132","7","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Skot - krávy"
"736615009","54527","5560","132","30","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasata"
"736615010","4122","5560","132","33","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasnice chovné"
"736615011","18646","5560","132","50","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Ovce"
"736615012","348","5560","132","60","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Kozy"
"736615013","822320","5560","132","80","20090401","2009","100","3131","Počet hospodářských zvířat","Zlínský kraj","Drůbež"
"736615856","119810","5560","132","30","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasata"
"736615857","10426","5560","132","33","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Prasnice chovné"
"736615858","8268","5560","132","50","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Ovce"
"736615859","778","5560","132","60","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Kozy"
"736615860","1856890","5560","132","80","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Drůbež"
"736615861","294279","5560","132","81","20020301","2002","100","3131","Počet hospodářských zvířat","Zlínský kraj","Slepice"
"736615862","1706","5560","132","70","20020301","2002","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Koně"
"736615863","88115","5560","132","1","20020301","2002","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Skot"
"736615864","37100","5560","132","7","20020301","2002","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Skot - krávy"
"736615865","198273","5560","132","30","20020301","2002","100","3140","Počet hospodářských zvířat","Moravskoslezský kraj","Prasata"
"736615866","260792","5560","132","80","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Drůbež"
"736615867","125712","5560","132","81","20060401","2006","100","3051","Počet hospodářských zvířat","Karlovarský kraj","Slepice"
"736615868","1188","5560","132","70","20060401","2006","100","3069","Počet hospodářských zvířat","Ústecký kraj","Koně"
"736615869","39016","5560","132","1","20060401","2006","100","3069","Počet hospodářských zvířat","Ústecký kraj","Skot"
"736615870","15991","5560","132","7","20060401","2006","100","3069","Počet hospodářských zvířat","Ústecký kraj","Skot - krávy"
"736614633","27047","5560","132","50","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Ovce"
"736614634","2817","5560","132","60","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Kozy"
"736614635","2854228","5560","132","80","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Drůbež"
"736614636","649362","5560","132","81","20110401","2011","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Slepice"
"736614637","2132","5560","132","70","20110401","2011","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Koně"
"736614638","159054","5560","132","1","20110401","2011","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Skot"
"736614639","65874","5560","132","7","20110401","2011","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Skot - krávy"
"736614640","134986","5560","132","30","20110401","2011","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Prasata"
"736614641","9448","5560","132","33","20110401","2011","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Prasnice chovné"
"736614642","19929","5560","132","50","20110401","2011","100","3042","Počet hospodářských zvířat","Plzeňský kraj","Ovce"
"736614649","4019","5560","132","70","20090401","2009","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Koně"
"736614650","211065","5560","132","1","20090401","2009","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot"
"736614651","85404","5560","132","7","20090401","2009","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Skot - krávy"
"736614652","237969","5560","132","30","20090401","2009","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasata"
"736614653","20115","5560","132","33","20090401","2009","100","3034","Počet hospodářských zvířat","Jihočeský kraj","Prasnice chovné"
